"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apart.ment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"12947",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7769,56,NA,"B3","1754 TROY AVENUE                         ","            ",11234,2,0,2,"1,900","1,648",1925,1,"B3","$360,000",2013-07-15,360000,1648,1900,0
"12949",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7789,14,NA,"B1","1915 ALBANY AVENUE                       ","            ",11210,2,0,2,"2,000","1,520",1930,1,"B1","$280,000",2013-07-05,280000,1520,2000,0
"12950",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7791,54,NA,"B2","1868 TROY AVENUE                         ","            ",11234,2,0,2,"4,000","1,824",1925,1,"B2","$375,000",2012-08-13,375000,1824,4000,0
"12951",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7792,41,NA,"S2","4404 AVENUE J                            ","            ",11234,2,1,3,"2,000","2,000",1931,1,"S2","$420,000",2012-12-21,420000,2000,2000,0
"12955",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7954,73,NA,"B1","697 EAST 58TH STREET                     ","            ",11234,2,0,2,"2,000","2,800",1960,1,"B1","$525,000",2012-12-27,525000,2800,2000,0
"12957",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7973,16,NA,"B1","869 EAST 55TH   STREET                   ","            ",11234,2,0,2,"1,983","2,123",1955,1,"B1","$397,000",2013-04-30,397000,2123,1983,0
"12961",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7974,72,NA,"B1","666 EAST 57TH   STREET                   ","            ",11234,2,0,2,"2,400","2,460",1960,1,"B1","$445,640",2012-09-13,445640,2460,2400,0
"12964",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4681,26,NA,"C0","168 EAST 56TH   STREET                   ","            ",11203,3,0,3,"2,000","2,510",1940,1,"C0","$515,000",2012-11-27,515000,2510,2000,0
"12965",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4682,30,NA,"C0","136 EAST 57TH   STREET                   ","            ",11203,3,0,3,"1,860","2,541",1945,1,"C0","$330,000",2013-02-06,330000,2541,1860,0
"12967",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4682,66,NA,"C0","141 EAST 56TH STREET                     ","            ",11203,3,0,3,"2,500","4,080",1930,1,"C0","$495,000",2013-03-04,495000,4080,2500,0
"12968",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4725,25,NA,"C0","388 EAST 54TH                            ","            ",11203,3,0,3,"2,000","2,952",1950,1,"C0","$365,000",2013-03-12,365000,2952,2000,0
"12969",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4725,31,NA,"C0","404 EAST 54TH   STREET                   ","            ",11203,3,0,3,"2,000","3,660",2008,1,"C0","$635,000",2013-04-30,635000,3660,2000,0
"12970",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4725,32,NA,"C0","406 EAST 54TH   STREET                   ","            ",11203,3,0,3,"2,000","3,660",2008,1,"C0","$635,000",2012-08-31,635000,3660,2000,0
"12972",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4773,65,NA,"C0","687 EAST 52 STREET                       ","            ",11203,3,0,3,"2,500","1,928",1925,1,"C0","$250,000",2013-03-29,250000,1928,2500,0
"12974",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4784,68,NA,"C0","925 EAST 49 STREET                       ","            ",11203,3,0,3,"4,000","3,648",1920,1,"C0","$519,000",2012-11-27,519000,3648,4000,0
"12975",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4882,14,NA,"C0","356 EAST 46TH STREET                     ","            ",11203,3,0,3,"2,650","2,320",1910,1,"C0","$400,000",2013-03-12,4e+05,2320,2650,0
"12977",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4891,15,NA,"C0","270 EAST 38TH   STREET                   ","            ",11203,3,0,3,"4,000","2,900",1910,1,"C0","$333,000",2012-11-26,333000,2900,4000,0
"12979",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4901,27,NA,"C0","122 EAST 31ST   STREET                   ","            ",11226,3,0,3,"2,050","3,090",1910,1,"C0","$425,000",2012-11-15,425000,3090,2050,0
"12980",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4902,22,NA,"C0","110 EAST 32ND   STREET                   ","            ",11226,3,0,3,"2,000","3,120",1910,1,"C0","$540,000",2013-03-01,540000,3120,2000,0
"12981",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4902,67,NA,"C0","105 EAST 31ST   STREET                   ","            ",11226,3,0,3,"2,000","3,240",1899,1,"C0","$308,000",2013-06-20,308000,3240,2000,0
"12984",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4930,56,NA,"C0","3012 CORTELYOU ROAD                      ","3",11226,3,0,3,"1,880","3,300",1899,1,"C0","$225,000",2012-12-31,225000,3300,1880,0
"12985",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4932,46,NA,"C0","267 EAST 32ND                            ","            ",11226,3,0,3,"2,050","3,272",1910,1,"C0","$170,000",2012-10-19,170000,3272,2050,0
"12988",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4953,24,NA,"C0","592 EAST 37TH STREET                     ","            ",11203,3,0,3,"1,983","2,598",1950,1,"C0","$540,000",2012-08-30,540000,2598,1983,0
"12989",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4956,44,NA,"C0","3917 AVENUE D                            ","            ",11203,3,0,3,"2,750","3,212",1960,1,"C0","$460,000",2012-10-16,460000,3212,2750,0
"12991",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4971,38,NA,"C0","650 EAST 38TH STREET                     ","            ",11203,3,0,3,"2,000","2,595",1955,1,"C0","$450,000",2012-10-04,450000,2595,2000,0
"12993",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4997,4,NA,"C0","3317 FARRAGUT ROAD                       ","            ",11210,3,0,3,"2,033","1,980",1910,1,"C0","$458,000",2013-06-17,458000,1980,2033,0
"12994",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",4997,15,NA,"C0","1467 NEW YORK AVENUE                     ","            ",11210,3,0,3,"2,000","3,170",1905,1,"C0","$533,000",2013-03-25,533000,3170,2000,0
"12996",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",5009,1,NA,"C0","3421 GLENWOOD ROAD                       ","            ",11210,3,0,3,"4,400","3,549",1925,1,"C0","$495,000",2012-09-06,495000,3549,4400,0
"12997",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",7562,11,NA,"C0","977 EAST 34 STREET                       ","            ",11210,3,0,3,"4,000","3,197",1915,1,"C0","$430,900",2012-11-29,430900,3197,4000,0
"13000",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",7601,70,NA,"C0","1102 EAST 38TH   STREET                  ","            ",11210,3,0,3,"2,000","2,814",1915,1,"C0","$250,000",2012-12-21,250000,2814,2000,0
"13001",3,"FLATBUSH-EAST            ","03  THREE FAMILY HOMES                      ","1",7815,16,NA,"C0","3809 KINGS HIGHWAY                       ","            ",11234,3,0,3,"1,840","2,660",1940,1,"C0","$482,300",2012-10-19,482300,2660,1840,0
"13122",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",1318,79,NA,"A4","73 LEFFERTS AVENUE                       ","            ",11225,1,0,1,"2,138","1,654",1925,1,"A4","$840,000",2013-06-28,840000,1654,2138,0
"13124",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",1320,26,NA,"A4","272 STERLING STREET                      ","            ",11225,1,0,1,"2,000","1,660",1910,1,"A4","$675,000",2012-09-13,675000,1660,2000,0
"13125",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",1320,34,NA,"A4","292 STERLING STREET                      ","            ",11225,1,0,1,"2,000","1,660",1910,1,"A4","$895,000",2012-12-18,895000,1660,2000,0
"13126",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",4809,81,NA,"A5","375 FENIMORE ST.                         ","            ",11225,1,0,1,"2,000","1,540",1910,1,"A5","$340,000",2012-08-01,340000,1540,2000,0
"13127",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",4814,60,NA,"A5","363 HAWTHORNE STREET                     ","            ",11225,1,0,1,"3,298","1,848",1899,1,"A5","$21,000",2012-11-17,21000,1848,3298,0
"13128",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5026,172,NA,"A9","25 CHESTER COURT                         ","            ",11225,1,0,1,"1,649","2,866",1910,1,"A9","$928,500",2013-02-21,928500,2866,1649,0
"13129",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5028,35,NA,"S1","130 LINCOLN ROAD                         ","            ",11225,1,1,2,"10,500","5,311",1910,1,"S1","$829,700",2012-11-20,829700,5311,10500,0
"13130",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5028,78,NA,"A1","51 MAPLE STREET                          ","            ",11225,1,0,1,"5,000","3,618",1910,1,"A1","$380,250",2013-06-06,380250,3618,5000,0
"13131",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5029,56,NA,"A5","205 MAPLE STREET                         ","            ",11225,1,0,1,"2,050","1,780",1910,1,"A5","$689,000",2012-11-13,689000,1780,2050,0
"13133",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5030,65,NA,"A1","259 MAPLE STREET                         ","            ",11225,1,0,1,"2,667","1,740",1905,1,"A1","$500,000",2013-06-27,5e+05,1740,2667,0
"13134",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5031,33,NA,"A3","58 MAPLE STREET                          ","            ",11225,1,0,1,"5,000","2,923",1925,1,"A3","$1,245,000",2013-01-16,1245000,2923,5000,0
"13136",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5032,20,NA,"A4","152 MAPLE STREET                         ","            ",11225,1,0,1,"2,000","2,220",1905,1,"A4","$1,152,000",2012-09-18,1152000,2220,2000,0
"13137",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5032,24,NA,"A4","160 MAPLE STREET                         ","            ",11225,1,0,1,"2,000","2,220",1905,1,"A4","$1,670,000",2013-07-12,1670000,2220,2000,0
"13138",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5032,53,NA,"A5","211 MIDWOOD STREET                       ","            ",11225,1,0,1,"2,050","1,800",1905,1,"A5","$975,000",2012-11-15,975000,1800,2050,0
"13139",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5032,66,NA,"A5","181 MIDWOOD STREET                       ","            ",11225,1,0,1,"2,000","1,800",1905,1,"A5","$1,420,000",2012-12-14,1420000,1800,2000,0
"13140",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5034,82,NA,"A4","55 RUTLAND ROAD                          ","            ",11225,1,0,1,"2,000","3,720",1901,1,"A4","$1,825,000",2013-07-30,1825000,3720,2000,0
"13143",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5035,61,NA,"A5","193 RUTLAND ROAD                         ","            ",11225,1,0,1,"2,000","2,700",1901,1,"A5","$350,000",2013-05-22,350000,2700,2000,0
"13144",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5035,77,NA,"A9","151 RUTLAND ROAD                         ","            ",11225,1,0,1,"2,000","2,748",1901,1,"A9","$997,500",2012-10-25,997500,2748,2000,0
"13151",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5043,18,NA,"A1","200 FENIMORE STREET                      ","            ",11225,1,0,1,"3,360","2,796",1910,1,"A1","$1,350,000",2013-06-14,1350000,2796,3360,0
"13152",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5046,17,NA,"A5","136 HAWTHORNE STREET                     ","            ",11225,1,0,1,"2,120","1,908",1901,1,"A5","$1,125,000",2012-08-07,1125000,1908,2120,0
"13153",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5047,18,NA,"A1","244 HAWTHORNE STREET                     ","            ",11225,1,0,1,"4,240","1,926",1920,1,"A1","$475,000",2012-08-02,475000,1926,4240,0
"13154",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5047,72,NA,"A9","235 WINTHROP STREET                      ","            ",11225,1,0,1,"1,908","1,838",1905,1,"A9","$610,000",2013-03-28,610000,1838,1908,0
"13155",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5048,13,NA,"A5","14 WINTHROP STREET                       ","            ",11225,1,0,1,"1,785","2,496",1905,1,"A5","$500,000",2013-05-01,5e+05,2496,1785,0
"13156",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5048,66,NA,"A4","375 PARKSIDE AVENUE                      ","            ",11226,1,0,1,"2,450","3,348",1901,1,"A4","$925,000",2012-09-06,925000,3348,2450,0
"13157",3,"FLATBUSH-LEFFERTS GARDEN ","01  ONE FAMILY HOMES                        ","1",5050,1,NA,"S0","629 ROGERS AVENUE                        ","            ",11225,1,2,3,"2,081","3,888",1905,1,"S0","$18,500",2012-09-26,18500,3888,2081,0
"13162",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",1319,32,NA,"B1","180 STERLING STREET                      ","            ",11225,2,0,2,"2,000","2,120",1899,1,"B1","$950,000",2013-06-06,950000,2120,2000,0
"13163",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",1319,32,NA,"B1","180 STERLING STREET                      ","            ",11225,2,0,2,"2,000","2,120",1899,1,"B1","$340,000",2013-01-25,340000,2120,2000,0
"13164",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",1319,40,NA,"B1","200 STERLING STREET                      ","            ",11225,2,0,2,"2,000","2,104",1899,1,"B1","$805,000",2013-02-28,805000,2104,2000,0
"13167",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",1320,61,NA,"B1","279 LEFFERTS AVENUE                      ","            ",11225,2,0,2,"2,000","3,162",1910,1,"B1","$799,000",2013-05-08,799000,3162,2000,0
"13168",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",1328,28,NA,"B1","176 LEFFERTS AVENUE                      ","            ",11225,2,0,2,"2,050","2,144",1905,1,"B1","$830,000",2013-06-20,830000,2144,2050,0
"13169",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",1329,9,NA,"B1","242 LEFFERTS AVENUE                      ","            ",11225,2,0,2,"2,050","3,192",1905,1,"B1","$300,000",2012-10-15,3e+05,3192,2050,0
"13170",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",1329,41,NA,"S2","1062 NOSTRAND AVENUE                     ","            ",11225,2,1,3,"1,730","3,000",1925,1,"S2","$725,000",2013-07-19,725000,3000,1730,0
"13171",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",1329,41,NA,"S2","1062 NOSTRAND AVE                        ","            ",11225,2,1,3,"1,730","3,000",1925,1,"S2","$425,000",2012-10-10,425000,3000,1730,0
"13172",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",1329,76,NA,"B9","289 LINCOLN ROAD                         ","            ",11225,2,0,2,"2,050","2,952",1901,1,"B9","$800,000",2013-04-09,8e+05,2952,2050,0
"13173",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",1329,76,NA,"B9","289 LINCOLN ROAD                         ","            ",11225,2,0,2,"2,050","2,952",1901,1,"B9","$431,000",2013-01-30,431000,2952,2050,0
"13174",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",1330,6,NA,"B1","332 LEFFERTS AVENUE                      ","            ",11225,2,0,2,"2,050","3,360",1920,1,"B1","$156,800",2012-12-31,156800,3360,2050,0
"13181",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",5026,282,NA,"B1","4 PARKSIDE COURT                         ","            ",11226,2,0,2,"1,700","3,672",1910,1,"B1","$975,000",2013-05-17,975000,3672,1700,0
"13182",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",5030,7,NA,"S2","461 ROGERS AVENUE                        ","            ",11225,2,1,3,"1,700","4,400",1910,1,"S2","$530,000",2013-06-10,530000,4400,1700,0
"13183",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",5030,54,NA,"B1","283 MAPLE STREET                         ","            ",11225,2,0,2,"2,050","2,080",1910,1,"B1","$553,000",2012-08-08,553000,2080,2050,0
"13184",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",5034,73,NA,"B1","77 RUTLAND ROAD                          ","            ",11225,2,0,2,"2,000","3,760",1901,1,"B1","$925,000",2013-03-29,925000,3760,2000,0
"13186",3,"FLATBUSH-LEFFERTS GARDEN ","02  TWO FAMILY HOMES                        ","1",5036,57,NA,"B3","277 RUTLAND RD                           ","            ",11225,2,0,2,"2,700","1,913",1899,1,"B3","$265,000",2012-12-12,265000,1913,2700,0
